x,y,geometry,k_rechov,t_rechov,english_name
34.799871,32.054312,POINT (34.799871 32.054312),4082,מנחם מדמון,MENAHEM MADMON
34.77027,32.073333,POINT (34.77027 32.073333),83,ברנשטיין כהן,BERNSTEIN COHEN
34.763407,32.050439,POINT (34.763407 32.050439),3245,אור החיים,OR HAHAYIM
34.756095,32.054945,POINT (34.756095 32.054945),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.793856,32.046626,POINT (34.793856 32.046626),4827,4827,4827
34.834954,32.121109,POINT (34.834954 32.121109),842,"צה""ל",TSAHAL
34.792012,32.079073,POINT (34.792012 32.079073),673,סולד הנרייטה,SZOLD HENRIETTA
34.80118,32.098368,POINT (34.80118 32.098368),1250,קוסובסקי,KOSOVSKY
34.776051,32.096633,POINT (34.776051 32.096633),187,דיזנגוף,MEIR DIZENGOFF
34.76847,32.054212,POINT (34.76847 32.054212),3374,אברבנאל,ABARVANEL
34.786895,32.050853,POINT (34.786895 32.050853),3520,תדהר דוד,Tidhar David
34.766614,32.070257,POINT (34.766614 32.070257),453,"איל""ן",ILAN
34.766611,32.06909,POINT (34.766611 32.06909),453,"איל""ן",ILAN
34.792595,32.102145,POINT (34.792595 32.102145),800,נמיר מרדכי,NAMIR
34.780991,32.049002,POINT (34.780991 32.049002),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.769684,32.085345,POINT (34.769684 32.085345),1241,פרי אליעזר,ELIEZER PERI
34.765364,32.040392,POINT (34.765364 32.040392),3710,קורקידי,QURQIDI
34.76944,32.048899,POINT (34.76944 32.048899),2,הרצל,HERZL
34.786627,32.064518,POINT (34.786627 32.064518),1102,צקלג,TSIKLAG
34.811292,32.053615,POINT (34.811292 32.053615),4155,4155,4155
34.785047,32.062052,POINT (34.785047 32.062052),1102,צקלג,TSIKLAG
34.804293,32.047721,POINT (34.804293 32.047721),4186,בירנית,BIRANITH
34.795171,32.054387,POINT (34.795171 32.054387),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.788095,32.064003,POINT (34.788095 32.064003),54,בגין מנחם,BEGIN MENAHEM
34.829583,32.110903,POINT (34.829583 32.110903),830,אלדד הדני,ELDAD HADANI
34.796669,32.064525,POINT (34.796669 32.064525),1115,1115,1115
34.792316,32.045975,POINT (34.792316 32.045975),4827,4827,4827
34.766043,32.047422,POINT (34.766043 32.047422),2,הרצל,HERZL
34.756366,32.044105,POINT (34.756366 32.044105),3245,אור החיים,OR HAHAYIM
34.77265,32.057213,POINT (34.77265 32.057213),35,לוינסקי,ELHANAN EIB LEVINSKY
34.777049,32.098784,POINT (34.777049 32.098784),203,התערוכה,HATARUCHA
34.803644,32.104787,POINT (34.803644 32.104787),2055,שבט ראובן,SHEVET RE'UVEN
34.805975,32.044938,POINT (34.805975 32.044938),4150,בושם,BOSEM
34.777249,32.099253,POINT (34.777249 32.099253),203,התערוכה,HATARUCHA
34.76893,32.064695,POINT (34.76893 32.064695),364,הר סיני,HAR SINAI
34.755934,32.040313,POINT (34.755934 32.040313),3245,אור החיים,OR HAHAYIM
34.767096,32.078459,POINT (34.767096 32.078459),27,הירקון,HAYARKON
34.767214,32.056905,POINT (34.767214 32.056905),3374,אברבנאל,ABARVANEL
34.764598,32.043556,POINT (34.764598 32.043556),3245,אור החיים,OR HAHAYIM
34.795576,32.088816,POINT (34.795576 32.088816),800,נמיר מרדכי,NAMIR
34.796883,32.115147,POINT (34.796883 32.115147),2022,טאגור רבינדרנת,TAGORE
34.749292,32.043419,POINT (34.749292 32.043419),0,0,UKNOWN
34.780324,32.072574,POINT (34.780324 32.072574),67,"ביל""ו",BILU
34.793722,32.057664,POINT (34.793722 32.057664),634,מרגולין,MARGOLIN
34.777323,32.102829,POINT (34.777323 32.102829),496,אבן גבירול,IBN GVIROL
34.77717,32.044639,POINT (34.77717 32.044639),3786,התנופה,HATNUPHA
34.796262,32.081229,POINT (34.796262 32.081229),800,נמיר מרדכי,NAMIR
34.763683,32.050593,POINT (34.763683 32.050593),3245,אור החיים,OR HAHAYIM
34.799209,32.076045,POINT (34.799209 32.076045),712,חפץ חיים,HAPHETZ HAYIM
34.774609,32.080723,POINT (34.774609 32.080723),323,ריינס,REINESS
34.82805,32.122493,POINT (34.82805 32.122493),978,עיר שמש,IR SHEMESH
34.792722,32.092689,POINT (34.792722 32.092689),552,רב צעיר,RAV TSAIR
34.805027,32.043524,POINT (34.805027 32.043524),4150,בושם,BOSEM
34.784123,32.063695,POINT (34.784123 32.063695),1102,צקלג,TSIKLAG
34.780229,32.059923,POINT (34.780229 32.059923),400,הר ציון,HAR TSIYON
34.774709,32.057973,POINT (34.774709 32.057973),35,לוינסקי,ELHANAN EIB LEVINSKY
34.769227,32.070017,POINT (34.769227 32.070017),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.814116,32.110209,POINT (34.814116 32.110209),804,רפידים,REFIDIM
34.758445,32.054546,POINT (34.758445 32.054546),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.795091,32.121153,POINT (34.795091 32.121153),2076,יהודה הנשיא,YEHUDA HANASI
34.786862,32.072003,POINT (34.786862 32.072003),54,בגין מנחם,BEGIN MENAHEM
34.749415,32.047453,POINT (34.749415 32.047453),0,0,UKNOWN
34.820176,32.114893,POINT (34.820176 32.114893),982,קהילת קובנה,QEHILAT KOVNA
34.830337,32.107847,POINT (34.830337 32.107847),807,משמר הירדן,MISHMAR HAYARDEN
34.759562,32.040675,POINT (34.759562 32.040675),3245,אור החיים,OR HAHAYIM
34.795854,32.045377,POINT (34.795854 32.045377),3689,מלקוש,MALKOSH
34.767271,32.078305,POINT (34.767271 32.078305),27,הירקון,HAYARKON
34.771975,32.08925,POINT (34.771975 32.08925),243,ויתקין,VITKIN
34.796592,32.051707,POINT (34.796592 32.051707),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.785929,32.084738,POINT (34.785929 32.084738),624,גבעת המורה,GIV'AT HAMOREH
34.767034,32.040505,POINT (34.767034 32.040505),3710,קורקידי,QURQIDI
34.766732,32.06796,POINT (34.766732 32.06796),453,"איל""ן",ILAN
34.785124,32.063106,POINT (34.785124 32.063106),1102,צקלג,TSIKLAG
34.800202,32.126286,POINT (34.800202 32.126286),2206,חכים אליהו,HAKIM ELIYYAHU
34.776837,32.081164,POINT (34.776837 32.081164),99,גורדון יהודה ליב,GORDON
34.792534,32.121188,POINT (34.792534 32.121188),2243,דולצ'ין אריה,DOLTZIN
34.783806,32.084967,POINT (34.783806 32.084967),193,ארלוזורוב,ARLOZOROV
34.769828,32.064253,POINT (34.769828 32.064253),364,הר סיני,HAR SINAI
34.794612,32.054977,POINT (34.794612 32.054977),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.804063,32.058799,POINT (34.804063 32.058799),635,לה גוארדיה,LA-GUARDIA
34.795114,32.131545,POINT (34.795114 32.131545),2141,בן יוסף שלמה,BEN YOSEF
34.794039,32.087444,POINT (34.794039 32.087444),1095,אהבת ציון,AHAVAT TSIYON
34.79298,32.048684,POINT (34.79298 32.048684),4038,פלטיאל,PALTIEL
34.783848,32.102205,POINT (34.783848 32.102205),2122,רופא המחתרות,ROPHE HAMACHTAROT
34.794674,32.097566,POINT (34.794674 32.097566),1250,קוסובסקי,KOSOVSKY
34.799047,32.120099,POINT (34.799047 32.120099),2077,רב אשי,RAV ASHI
34.764699,32.045671,POINT (34.764699 32.045671),3245,אור החיים,OR HAHAYIM
34.837779,32.120643,POINT (34.837779 32.120643),2075,נהריים,NAHARAYIM
34.755641,32.05112,POINT (34.755641 32.05112),0,0,UKNOWN
34.786144,32.090919,POINT (34.786144 32.090919),478,פנקס דוד צבי,PINKAS
34.75867,32.058104,POINT (34.75867 32.058104),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.770757,32.069331,POINT (34.770757 32.069331),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.82329,32.112246,POINT (34.82329 32.112246),806,מבצע קדש,MIVZA KADESH
34.831237,32.126312,POINT (34.831237 32.126312),2002,אבוקה,AVUQA
34.772648,32.073115,POINT (34.772648 32.073115),362,ברוק,BRUK
34.793894,32.090131,POINT (34.793894 32.090131),594,ויסוצקי,WISSOTZKY
34.800806,32.110419,POINT (34.800806 32.110419),991,ברודי חיים,BRODIE
34.788657,32.058515,POINT (34.788657 32.058515),537,המעפילים,HAMA'APILIM
34.778405,32.072476,POINT (34.778405 32.072476),8,רוטשילד,ROTHSHILD
34.792651,32.044646,POINT (34.792651 32.044646),3700,גופר,GOFER
34.78565,32.06052,POINT (34.78565 32.06052),537,המעפילים,HAMA'APILIM
34.799272,32.050175,POINT (34.799272 32.050175),4082,מנחם מדמון,MENAHEM MADMON
34.766556,32.06889,POINT (34.766556 32.06889),453,"איל""ן",ILAN
34.767496,32.042281,POINT (34.767496 32.042281),3710,קורקידי,QURQIDI
34.776445,32.106012,POINT (34.776445 32.106012),496,אבן גבירול,IBN GVIROL
34.797347,32.048175,POINT (34.797347 32.048175),3689,מלקוש,MALKOSH
34.777647,32.072525,POINT (34.777647 32.072525),8,רוטשילד,ROTHSHILD
34.812537,32.043676,POINT (34.812537 32.043676),744,הטייסים,HATASSIM DERAKH
34.831632,32.125365,POINT (34.831632 32.125365),978,עיר שמש,IR SHEMESH
34.805787,32.119322,POINT (34.805787 32.119322),955,קוממיות,KOMEMUYUT
34.776686,32.053601,POINT (34.776686 32.053601),400,הר ציון,HAR TSIYON
34.81237,32.051115,POINT (34.81237 32.051115),4195,ליבנה אליעזר,LIVNEH
34.790948,32.092214,POINT (34.790948 32.092214),552,רב צעיר,RAV TSAIR
34.768862,32.077344,POINT (34.768862 32.077344),26,בוגרשוב,BOGRASHOV
34.783314,32.04793,POINT (34.783314 32.04793),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.791149,32.094418,POINT (34.791149 32.094418),472,ויצמן,WEIZMAN
34.78695,32.08014,POINT (34.78695 32.08014),677,פישמן מימון,FISHMAN-MAIMON
34.785778,32.09351,POINT (34.785778 32.09351),582,מתתיהו כהן גדול,MATITYAHU CHOEN GADO
34.794427,32.124666,POINT (34.794427 32.124666),2242,כהן אלי,ELI COHEN
34.790224,32.050566,POINT (34.790224 32.050566),4017,התקוה,HATIKVA
34.783105,32.047061,POINT (34.783105 32.047061),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.833344,32.125091,POINT (34.833344 32.125091),891,אהוד,EHUD
34.800088,32.12177,POINT (34.800088 32.12177),1257,קרן קיימת לישראל,KEREN KAYEMET LEISRA
34.77242,32.080862,POINT (34.77242 32.080862),506,הוז דב,HOS DOV
34.826426,32.125376,POINT (34.826426 32.125376),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.788012,32.110849,POINT (34.788012 32.110849),2106,אשכול לוי,LEVI ESHKOL
34.764573,32.058121,POINT (34.764573 32.058121),3358,אולשן יצחק,OLSHAN YITZHAK
34.813971,32.119471,POINT (34.813971 32.119471),809,רוזאניס,ROSANES
34.793256,32.053185,POINT (34.793256 32.053185),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.765176,32.052059,POINT (34.765176 32.052059),3245,אור החיים,OR HAHAYIM
34.791586,32.103932,POINT (34.791586 32.103932),800,נמיר מרדכי,NAMIR
34.752215,32.049308,POINT (34.752215 32.049308),0,0,UKNOWN
34.753068,32.046992,POINT (34.753068 32.046992),0,0,UKNOWN
34.790829,32.055887,POINT (34.790829 32.055887),644,אלון יגאל,YIG'AL ALLON
34.830421,32.118094,POINT (34.830421 32.118094),875,רביבים,REVIVIM
34.776884,32.0999,POINT (34.776884 32.0999),203,התערוכה,HATARUCHA
34.791537,32.123713,POINT (34.791537 32.123713),2106,אשכול לוי,LEVI ESHKOL
34.841161,32.117995,POINT (34.841161 32.117995),2029,בית אל,BEYT-EL
34.790719,32.123416,POINT (34.790719 32.123416),2106,אשכול לוי,LEVI ESHKOL
34.779616,32.092219,POINT (34.779616 32.092219),197,נורדאו,NORDAU
34.792268,32.118872,POINT (34.792268 32.118872),2243,דולצ'ין אריה,DOLTZIN
34.822518,32.112458,POINT (34.822518 32.112458),806,מבצע קדש,MIVZA KADESH
34.826237,32.114488,POINT (34.826237 32.114488),831,בנימין מטודלה,BINYAMIN MITODELO
34.800784,32.121482,POINT (34.800784 32.121482),1257,קרן קיימת לישראל,KEREN KAYEMET LEISRA
34.813793,32.111608,POINT (34.813793 32.111608),804,רפידים,REFIDIM
34.79216,32.051144,POINT (34.79216 32.051144),4038,פלטיאל,PALTIEL
34.772121,32.093689,POINT (34.772121 32.093689),220,נחשון,NAHSHON
34.830319,32.119743,POINT (34.830319 32.119743),875,רביבים,REVIVIM
34.766726,32.061667,POINT (34.766726 32.061667),453,"איל""ן",ILAN
34.800268,32.098072,POINT (34.800268 32.098072),1250,קוסובסקי,KOSOVSKY
34.839448,32.10894,POINT (34.839448 32.10894),803,ולנברג ראול,VALENBERG
34.787172,32.056822,POINT (34.787172 32.056822),625,החותרים,HACHOTRIM
34.781586,32.054945,POINT (34.781586 32.054945),375,יון מצולה,YEVEN METSULA
34.769652,32.055033,POINT (34.769652 32.055033),3374,אברבנאל,ABARVANEL
34.816076,32.10925,POINT (34.816076 32.10925),975,975,975
34.793242,32.095211,POINT (34.793242 32.095211),556,צירלסון,ZIRELSON
34.778083,32.095482,POINT (34.778083 32.095482),207,ישעיהו,YESHA'YAHU
34.835877,32.121881,POINT (34.835877 32.121881),885,יהונתן,YEHONATAN
34.77219,32.053889,POINT (34.77219 32.053889),3786,התנופה,HATNUPHA
34.792421,32.055289,POINT (34.792421 32.055289),644,אלון יגאל,YIG'AL ALLON
34.818775,32.118168,POINT (34.818775 32.118168),805,שלונסקי אברהם,SHLONSKY
34.822205,32.119106,POINT (34.822205 32.119106),2173,אנכי,ANOKHY
34.828569,32.125276,POINT (34.828569 32.125276),978,עיר שמש,IR SHEMESH
34.779509,32.086246,POINT (34.779509 32.086246),265,אמסטרדם,AMSTERDAM
34.82958,32.113276,POINT (34.82958 32.113276),835,תבואות הארץ,TEVUOT HA'ARETS
34.779942,32.077855,POINT (34.779942 32.077855),496,אבן גבירול,IBN GVIROL
34.819211,32.12246,POINT (34.819211 32.12246),811,הרבסט קרול,KERL HERBST
34.761056,32.054426,POINT (34.761056 32.054426),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.7625,32.066717,POINT (34.7625 32.066717),453,"איל""ן",ILAN
34.775788,32.076368,POINT (34.775788 32.076368),353,עין חרוד,EYN HAROD
34.765699,32.043158,POINT (34.765699 32.043158),3710,קורקידי,QURQIDI
34.79245,32.050567,POINT (34.79245 32.050567),4038,פלטיאל,PALTIEL
34.805502,32.119066,POINT (34.805502 32.119066),955,קוממיות,KOMEMUYUT
34.838809,32.112206,POINT (34.838809 32.112206),914,הגולן,HAGOLAN
34.773026,32.045083,POINT (34.773026 32.045083),3000,בן צבי,BEN ZVI
34.797366,32.060877,POINT (34.797366 32.060877),1115,1115,1115
34.788028,32.049247,POINT (34.788028 32.049247),4017,התקוה,HATIKVA
34.771243,32.058117,POINT (34.771243 32.058117),35,לוינסקי,ELHANAN EIB LEVINSKY
34.832041,32.108127,POINT (34.832041 32.108127),914,הגולן,HAGOLAN
34.785962,32.085134,POINT (34.785962 32.085134),624,גבעת המורה,GIV'AT HAMOREH
34.780332,32.069718,POINT (34.780332 32.069718),8,רוטשילד,ROTHSHILD
34.818708,32.110035,POINT (34.818708 32.110035),819,הדר יוסף,HADAR YOSEF
34.796873,32.093679,POINT (34.796873 32.093679),1251,הרצוג,HERZOG
34.778976,32.073336,POINT (34.778976 32.073336),8,רוטשילד,ROTHSHILD
34.771471,32.085991,POINT (34.771471 32.085991),204,בן גוריון,BEN GURION
34.765991,32.069008,POINT (34.765991 32.069008),453,"איל""ן",ILAN
34.779948,32.042869,POINT (34.779948 32.042869),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.787331,32.058939,POINT (34.787331 32.058939),537,המעפילים,HAMA'APILIM
34.776046,32.085748,POINT (34.776046 32.085748),280,מצדה,MEZADA
34.807913,32.123591,POINT (34.807913 32.123591),954,ברקאי שמואל,BARKAY
34.799678,32.066516,POINT (34.799678 32.066516),1115,1115,1115
34.782012,32.100488,POINT (34.782012 32.100488),496,אבן גבירול,IBN GVIROL
34.803951,32.126427,POINT (34.803951 32.126427),2192,דרזנר יחיאל,DREZNER DOV
34.779327,32.073242,POINT (34.779327 32.073242),8,רוטשילד,ROTHSHILD
34.81889,32.10671,POINT (34.81889 32.10671),820,קהילת לודג',KEHILAT LODZ
34.775992,32.067044,POINT (34.775992 32.067044),14,"מזא""ה",MAZEH
34.776582,32.085589,POINT (34.776582 32.085589),1132,רחל,RAHEL
34.825666,32.124197,POINT (34.825666 32.124197),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.803163,32.045943,POINT (34.803163 32.045943),4186,בירנית,BIRANITH
34.804443,32.048516,POINT (34.804443 32.048516),4082,מנחם מדמון,MENAHEM MADMON
34.75096,32.053676,POINT (34.75096 32.053676),0,0,UKNOWN
34.817671,32.113626,POINT (34.817671 32.113626),806,מבצע קדש,MIVZA KADESH
34.760488,32.040556,POINT (34.760488 32.040556),3710,קורקידי,QURQIDI
34.75441,32.054407,POINT (34.75441 32.054407),0,0,UKNOWN
34.761139,32.045509,POINT (34.761139 32.045509),3245,אור החיים,OR HAHAYIM
34.781308,32.081644,POINT (34.781308 32.081644),496,אבן גבירול,IBN GVIROL
34.775602,32.053526,POINT (34.775602 32.053526),400,הר ציון,HAR TSIYON
34.777231,32.082918,POINT (34.777231 32.082918),204,בן גוריון,BEN GURION
34.761201,32.055253,POINT (34.761201 32.055253),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.786544,32.070345,POINT (34.786544 32.070345),54,בגין מנחם,BEGIN MENAHEM
34.821696,32.11265,POINT (34.821696 32.11265),806,מבצע קדש,MIVZA KADESH
34.792043,32.078054,POINT (34.792043 32.078054),673,סולד הנרייטה,SZOLD HENRIETTA
34.795402,32.104206,POINT (34.795402 32.104206),984,רדינג,READING
34.807765,32.122592,POINT (34.807765 32.122592),949,המשמר האזרחי,HAMISHMAR HA'EZERAHI
34.834499,32.108575,POINT (34.834499 32.108575),914,הגולן,HAGOLAN
34.774606,32.043336,POINT (34.774606 32.043336),3000,בן צבי,BEN ZVI
34.785381,32.091759,POINT (34.785381 32.091759),508,דה האז,DE-HAAS
34.783499,32.080125,POINT (34.783499 32.080125),481,דוד המלך,DAVID HAMELLECH
34.78245,32.089339,POINT (34.78245 32.089339),496,אבן גבירול,IBN GVIROL
34.82593,32.113032,POINT (34.82593 32.113032),831,בנימין מטודלה,BINYAMIN MITODELO
34.791731,32.107844,POINT (34.791731 32.107844),2014,שמעוני דוד,SHIM'ONI DAVID
34.793824,32.070317,POINT (34.793824 32.070317),54,בגין מנחם,BEGIN MENAHEM
34.813999,32.111661,POINT (34.813999 32.111661),804,רפידים,REFIDIM
34.790967,32.045646,POINT (34.790967 32.045646),3688,אב,AV
34.766028,32.055722,POINT (34.766028 32.055722),3374,אברבנאל,ABARVANEL
34.786174,32.07243,POINT (34.786174 32.07243),445,קפלן אליעזר,KAPLAN
34.792506,32.051368,POINT (34.792506 32.051368),4038,פלטיאל,PALTIEL
34.82804,32.116898,POINT (34.82804 32.116898),876,תירוש,TIROSH
34.765052,32.057811,POINT (34.765052 32.057811),3358,אולשן יצחק,OLSHAN YITZHAK
34.819113,32.120525,POINT (34.819113 32.120525),811,הרבסט קרול,KERL HERBST
34.758435,32.05406,POINT (34.758435 32.05406),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.791354,32.092474,POINT (34.791354 32.092474),552,רב צעיר,RAV TSAIR
34.797928,32.093149,POINT (34.797928 32.093149),600,בבלי,BAVLI
34.83734,32.113262,POINT (34.83734 32.113262),905,מרכוס דוד,MARKUS
34.784719,32.11566,POINT (34.784719 32.11566),2222,ארצי יצחק,ARTZI ITZHAK
34.805347,32.049911,POINT (34.805347 32.049911),4082,מנחם מדמון,MENAHEM MADMON
34.779309,32.073177,POINT (34.779309 32.073177),8,רוטשילד,ROTHSHILD
34.811718,32.117109,POINT (34.811718 32.117109),853,בית חורון,BEYT HORON
34.777203,32.044422,POINT (34.777203 32.044422),3786,התנופה,HATNUPHA
34.762036,32.042633,POINT (34.762036 32.042633),3245,אור החיים,OR HAHAYIM
34.795094,32.053813,POINT (34.795094 32.053813),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.767561,32.072295,POINT (34.767561 32.072295),88,פינסקר,PINSKER
34.771786,32.094117,POINT (34.771786 32.094117),220,נחשון,NAHSHON
34.753354,32.048043,POINT (34.753354 32.048043),0,0,UKNOWN
34.787573,32.06861,POINT (34.787573 32.06861),54,בגין מנחם,BEGIN MENAHEM
34.776338,32.073343,POINT (34.776338 32.073343),347,שפירא צבי הרמן,SHAPIRA HERMAN
34.794405,32.108692,POINT (34.794405 32.108692),984,רדינג,READING
34.806934,32.125118,POINT (34.806934 32.125118),2208,גרונר דב,GRUNER DOV
34.76589,32.047327,POINT (34.76589 32.047327),2,הרצל,HERZL
34.808243,32.045606,POINT (34.808243 32.045606),4150,בושם,BOSEM
34.792657,32.056613,POINT (34.792657 32.056613),644,אלון יגאל,YIG'AL ALLON
34.797229,32.070834,POINT (34.797229 32.070834),709,עין זיתים,EYN ZEYTIM
34.759718,32.059942,POINT (34.759718 32.059942),3358,אולשן יצחק,OLSHAN YITZHAK
34.775919,32.063569,POINT (34.775919 32.063569),8,רוטשילד,ROTHSHILD
34.76006,32.045868,POINT (34.76006 32.045868),3245,אור החיים,OR HAHAYIM
34.748758,32.046024,POINT (34.748758 32.046024),0,0,UKNOWN
34.787726,32.087137,POINT (34.787726 32.087137),194,ז'בוטינסקי,JABOTINSKY
34.78924,32.102504,POINT (34.78924 32.102504),2106,אשכול לוי,LEVI ESHKOL
34.796037,32.056065,POINT (34.796037 32.056065),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.79298,32.052248,POINT (34.79298 32.052248),4038,פלטיאל,PALTIEL
34.795852,32.061719,POINT (34.795852 32.061719),1115,1115,1115
34.777306,32.108405,POINT (34.777306 32.108405),496,אבן גבירול,IBN GVIROL
34.838218,32.108065,POINT (34.838218 32.108065),803,ולנברג ראול,VALENBERG
34.769061,32.042911,POINT (34.769061 32.042911),3000,בן צבי,BEN ZVI
34.836868,32.121427,POINT (34.836868 32.121427),0,0,UKNOWN
34.760135,32.056869,POINT (34.760135 32.056869),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.802507,32.061628,POINT (34.802507 32.061628),635,לה גוארדיה,LA-GUARDIA
34.790448,32.073257,POINT (34.790448 32.073257),54,בגין מנחם,BEGIN MENAHEM
34.789904,32.107551,POINT (34.789904 32.107551),2112,האוזנר דב,HAUSNER
34.839736,32.113966,POINT (34.839736 32.113966),803,ולנברג ראול,VALENBERG
34.758137,32.053662,POINT (34.758137 32.053662),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.78975,32.083262,POINT (34.78975 32.083262),671,בארי,BE'ERI
34.785106,32.079883,POINT (34.785106 32.079883),481,דוד המלך,DAVID HAMELLECH
34.794954,32.094636,POINT (34.794954 32.094636),1251,הרצוג,HERZOG
34.833388,32.114575,POINT (34.833388 32.114575),903,"ק""ם",KAM
34.815911,32.108965,POINT (34.815911 32.108965),975,975,975
34.774621,32.059069,POINT (34.774621 32.059069),35,לוינסקי,ELHANAN EIB LEVINSKY
34.791567,32.107136,POINT (34.791567 32.107136),2014,שמעוני דוד,SHIM'ONI DAVID
34.8069,32.05713,POINT (34.8069 32.05713),635,לה גוארדיה,LA-GUARDIA
34.770807,32.076484,POINT (34.770807 32.076484),316,לוריא,LURIE
34.769943,32.085579,POINT (34.769943 32.085579),27,הירקון,HAYARKON
34.809283,32.119286,POINT (34.809283 32.119286),953,עלומים,ALUMIM
34.825525,32.118256,POINT (34.825525 32.118256),831,בנימין מטודלה,BINYAMIN MITODELO
34.769618,32.085844,POINT (34.769618 32.085844),1241,פרי אליעזר,ELIEZER PERI
34.797646,32.0658,POINT (34.797646 32.0658),1115,1115,1115
34.798593,32.046214,POINT (34.798593 32.046214),4150,בושם,BOSEM
34.787098,32.081416,POINT (34.787098 32.081416),677,פישמן מימון,FISHMAN-MAIMON
34.783225,32.055181,POINT (34.783225 32.055181),375,יון מצולה,YEVEN METSULA
34.794926,32.07823,POINT (34.794926 32.07823),728,יקנעם,YOQNE'AM
34.777164,32.093,POINT (34.777164 32.093),217,מלאכי,MAL'AKHI
34.793587,32.105939,POINT (34.793587 32.105939),984,רדינג,READING
34.789928,32.10692,POINT (34.789928 32.10692),2106,אשכול לוי,LEVI ESHKOL
34.803987,32.058317,POINT (34.803987 32.058317),635,לה גוארדיה,LA-GUARDIA
34.783164,32.093078,POINT (34.783164 32.093078),496,אבן גבירול,IBN GVIROL
34.768421,32.084692,POINT (34.768421 32.084692),1241,פרי אליעזר,ELIEZER PERI
34.793277,32.089322,POINT (34.793277 32.089322),1093,דנין יחזקאל,YEHEZKEL DANIN
34.777307,32.060453,POINT (34.777307 32.060453),54,בגין מנחם,BEGIN MENAHEM
34.75815,32.051565,POINT (34.75815 32.051565),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.813387,32.050036,POINT (34.813387 32.050036),4195,ליבנה אליעזר,LIVNEH
34.792774,32.051042,POINT (34.792774 32.051042),4038,פלטיאל,PALTIEL
34.755783,32.055773,POINT (34.755783 32.055773),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.7871,32.092883,POINT (34.7871 32.092883),500,ברנדיס,BRANDEIS
34.76729,32.061194,POINT (34.76729 32.061194),3374,אברבנאל,ABARVANEL
34.75209,32.053126,POINT (34.75209 32.053126),0,0,UKNOWN
34.801325,32.126059,POINT (34.801325 32.126059),2206,חכים אליהו,HAKIM ELIYYAHU
34.781579,32.091911,POINT (34.781579 32.091911),197,נורדאו,NORDAU
34.810549,32.05451,POINT (34.810549 32.05451),4155,4155,4155
34.762885,32.062407,POINT (34.762885 32.062407),453,"איל""ן",ILAN
34.797026,32.128189,POINT (34.797026 32.128189),2141,בן יוסף שלמה,BEN YOSEF
34.776437,32.060626,POINT (34.776437 32.060626),54,בגין מנחם,BEGIN MENAHEM
34.777127,32.102816,POINT (34.777127 32.102816),496,אבן גבירול,IBN GVIROL
34.836343,32.12259,POINT (34.836343 32.12259),901,הפרסה,HAPARSA
34.766509,32.060278,POINT (34.766509 32.060278),3374,אברבנאל,ABARVANEL
34.788947,32.046452,POINT (34.788947 32.046452),3672,חירותנו,HERUTENU
34.779306,32.093359,POINT (34.779306 32.093359),208,חגי,CHAGAI
34.775129,32.061184,POINT (34.775129 32.061184),54,בגין מנחם,BEGIN MENAHEM
34.751814,32.053532,POINT (34.751814 32.053532),0,0,UKNOWN
34.821709,32.113539,POINT (34.821709 32.113539),806,מבצע קדש,MIVZA KADESH
34.7981,32.054171,POINT (34.7981 32.054171),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.794345,32.08729,POINT (34.794345 32.08729),594,ויסוצקי,WISSOTZKY
34.82235,32.113279,POINT (34.82235 32.113279),806,מבצע קדש,MIVZA KADESH
34.799797,32.067429,POINT (34.799797 32.067429),700,נחלת יצחק,NAHALT YITZHAK
34.805881,32.054802,POINT (34.805881 32.054802),4082,מנחם מדמון,MENAHEM MADMON
34.758044,32.057636,POINT (34.758044 32.057636),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.774244,32.046739,POINT (34.774244 32.046739),3786,התנופה,HATNUPHA
34.836242,32.121905,POINT (34.836242 32.121905),0,0,UKNOWN
34.842278,32.116803,POINT (34.842278 32.116803),2074,הצנחנים,HA-ZANHANIM
